DOI,URL,Access_through_publisher,Year_of_publication,Publisher,DOI-prefix,Publisher_VLOOKUP,,,,,,,,
10.1177/1355819614536887,https://dx.doi.org/10.1177/1355819614536887,free from publisher,2015,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/1356766707087519,https://dx.doi.org/10.1177/1356766707087519,yes,2008,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/1356766707087525,https://dx.doi.org/10.1177/1356766707087525,yes,2008,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/1356766710380884,https://dx.doi.org/10.1177/1356766710380884,yes,2010,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/1356766712449367,https://dx.doi.org/10.1177/1356766712449367,yes,2012,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/135910539800300402,https://dx.doi.org/10.1177/135910539800300402,no,1998,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/135918350100600102,https://dx.doi.org/10.1177/135918350100600102,yes,2001,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/1365480215612616,https://dx.doi.org/10.1177/1365480215612616,yes,2015,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/1466138110362008,https://dx.doi.org/10.1177/1466138110362008,yes,2011,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/1469540509354673,https://dx.doi.org/10.1177/1469540509354673,yes,2010,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/1524839904273387,https://dx.doi.org/10.1177/1524839904273387,yes,2005,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/1529100611426706,https://dx.doi.org/10.1177/1529100611426706,yes,2011,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/1535370213518169,https://dx.doi.org/10.1177/1535370213518169,yes,2014,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/155005940904000311,https://dx.doi.org/10.1177/155005940904000311,yes,2009,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/1936724414560906,https://dx.doi.org/10.1177/1936724414560906,yes,2014,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/193758671300700104,https://dx.doi.org/10.1177/193758671300700104,no,2013,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/1941738114543073,https://dx.doi.org/10.1177/1941738114543073,yes,2014,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/1947603512437736,https://dx.doi.org/10.1177/1947603512437736,yes,2012,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/1947603514520628,https://dx.doi.org/10.1177/1947603514520628,yes,2014,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/1947603514530142,https://dx.doi.org/10.1177/1947603514530142,yes,2014,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1177/1947603514563597,https://dx.doi.org/10.1177/1947603514563597,yes,2014,SAGE Publications,10.1177,SAGE Publications,,,,,,,,
10.1185/030079906x148508,https://dx.doi.org/10.1185/030079906x148508,yes,2006,Taylor & Francis,10.1185,Informa UK (Librapharm),,,,,,,,
10.1185/03007995.2013.812961,https://dx.doi.org/10.1185/03007995.2013.812961,yes,2013,Taylor & Francis,10.1185,Informa UK (Librapharm),,,,,,,,
10.1186/1471-2474-14-5,https://dx.doi.org/10.1186/1471-2474-14-5,free from publisher,2013,BioMed Central,10.1186,Springer (Biomed Central Ltd.),,,,,,,,
10.1186/1742-2094-11-4,https://dx.doi.org/10.1186/1742-2094-11-4,free from publisher,2014,BioMed Central,10.1186,Springer (Biomed Central Ltd.),,,,,,,,
10.1186/1743-422X-10-321,https://dx.doi.org/10.1186/1743-422X-10-321,free from publisher,2013,BioMed Central,10.1186,Springer (Biomed Central Ltd.),,,,,,,,
10.1186/2051-5960-1-24,https://dx.doi.org/10.1186/2051-5960-1-24,free from publisher,2013,BioMed Central,10.1186,Springer (Biomed Central Ltd.),,,,,,,,
10.1186/ar4063,https://dx.doi.org/10.1186/ar4063,free from publisher,2012,BioMed Central,10.1186,Springer (Biomed Central Ltd.),,,,,,,,
10.1186/s13000-014-0210-z,https://dx.doi.org/10.1186/s13000-014-0210-z,free from publisher,2014,BioMed Central,10.1186,Springer (Biomed Central Ltd.),,,,,,,,
10.1186/s13018-015-0173-0,https://dx.doi.org/10.1186/s13018-015-0173-0,free from publisher,2015,BioMed Central,10.1186,Springer (Biomed Central Ltd.),,,,,,,,
10.1186/s13046-015-0129-6,https://dx.doi.org/10.1186/s13046-015-0129-6,free from publisher,2015,BioMed Central,10.1186,Springer (Biomed Central Ltd.),,,,,,,,
10.1186/s13229-015-0015-2,https://dx.doi.org/10.1186/s13229-015-0015-2,free from publisher,2015,BioMed Central,10.1186,Springer (Biomed Central Ltd.),,,,,,,,
10.1190/1.1442252,https://dx.doi.org/10.1190/1.1442252,no,1987,Society of Exploration Geophysicists,10.119,Society of Exploration Geophysicists,,,,,,,,
10.1194/jlr.M031989,https://dx.doi.org/10.1194/jlr.M031989,free from publisher,2012,American Society for Biochemistry and Molecular Biology,10.1194,"American Society for Biochemistry and Molecular Biology, Journal of Lipid Research",,,,,,,,
10.1194/jlr.M054635,https://dx.doi.org/10.1194/jlr.M054635,free from publisher,2015,American Society for Biochemistry and Molecular Biology,10.1194,"American Society for Biochemistry and Molecular Biology, Journal of Lipid Research",,,,,,,,
10.1207/S15327582IJPR1102_05,https://dx.doi.org/10.1207/S15327582IJPR1102_05,yes,2001,Taylor & Francis,10.1207,"Informa UK (Lawrence Erlbaum Associates, Inc.)",,,,,,,,
10.1207/s15327752jpa5001_2,https://dx.doi.org/10.1207/s15327752jpa5001_2,no,1986,Taylor & Francis,10.1207,"Informa UK (Lawrence Erlbaum Associates, Inc.)",,,,,,,,
10.1207/s15516709cog1703_1,https://dx.doi.org/10.1207/s15516709cog1703_1,free from publisher,1993,Wiley,10.1207,"Informa UK (Lawrence Erlbaum Associates, Inc.)",,,,,,,,
10.1208/pt080121,https://dx.doi.org/10.1208/pt080121,yes,2007,Springer,10.1208,American Association of Pharmaceutical Scientists,,,,,,,,
10.1208/s12248-010-9188-y,https://dx.doi.org/10.1208/s12248-010-9188-y,yes,2010,Springer,10.1208,American Association of Pharmaceutical Scientists,,,,,,,,
10.1208/s12248-012-9404-z,https://dx.doi.org/10.1208/s12248-012-9404-z,yes,2012,Springer,10.1208,American Association of Pharmaceutical Scientists,,,,,,,,
10.1209/epl/i2001-00522-9,https://dx.doi.org/10.1209/epl/i2001-00522-9,no,2001,IOP Publishing,10.1209,IOP Publishing - Europhysics Letters,,,,,,,,
10.1209/epl/i2003-10140-1,https://dx.doi.org/10.1209/epl/i2003-10140-1,no,2004,IOP Publishing,10.1209,IOP Publishing - Europhysics Letters,,,,,,,,
10.1210/jc.2015-2860,https://dx.doi.org/10.1210/jc.2015-2860,no,2015,The Endocrine Society,10.121,The Endocrine Society,,,,,,,,
10.1210/mend-5-7-921,https://dx.doi.org/10.1210/mend-5-7-921,no,1991,The Endocrine Society,10.121,The Endocrine Society,,,,,,,,
10.1212/01.WNL.0000149636.44660.99,https://dx.doi.org/10.1212/01.WNL.0000149636.44660.99,no,2005,American Academy of Neurology,10.1212,Ovid Technologies (Wolters Kluwer) - American Academy of Neurology,,,,,,,,
10.1212/NXI.0000000000000156,https://dx.doi.org/10.1212/NXI.0000000000000156,free from publisher,2015,American Academy of Neurology,10.1212,Ovid Technologies (Wolters Kluwer) - American Academy of Neurology,,,,,,,,
10.1212/WNL.0000000000001159,https://dx.doi.org/10.1212/WNL.0000000000001159,no,2015,American Academy of Neurology,10.1212,Ovid Technologies (Wolters Kluwer) - American Academy of Neurology,,,,,,,,
10.1212/WNL.0b013e31828c2ee5,https://dx.doi.org/10.1212/WNL.0b013e31828c2ee5,no,2013,American Academy of Neurology,10.1212,Ovid Technologies (Wolters Kluwer) - American Academy of Neurology,,,,,,,,
10.1212/WNL.0b013e31828c3062,https://dx.doi.org/10.1212/WNL.0b013e31828c3062,no,2013,American Academy of Neurology,10.1212,Ovid Technologies (Wolters Kluwer) - American Academy of Neurology,,,,,,,,
10.1215/03335372-2879838,https://dx.doi.org/10.1215/03335372-2879838,yes,2015,Duke University Press,10.1215,Duke University Press,,,,,,,,
10.1242/dev.071134,https://dx.doi.org/10.1242/dev.071134,free from publisher,2012,The Company of Biologists,10.1242,The Company of Biologists,,,,,,,,
10.1242/jcs.115030,https://dx.doi.org/10.1242/jcs.115030,free from publisher,2013,The Company of Biologists,10.1242,The Company of Biologists,,,,,,,,
10.1242/jcs.151092,https://dx.doi.org/10.1242/jcs.151092,free from publisher,2014,The Company of Biologists,10.1242,The Company of Biologists,,,,,,,,
10.1242/jcs.171314,https://dx.doi.org/10.1242/jcs.171314,free from publisher,2015,The Company of Biologists,10.1242,The Company of Biologists,,,,,,,,
10.1243/09544054JEM858,https://dx.doi.org/10.1243/09544054JEM858,-,-,-,10.1243,Research Publishing Services - Professional Engineering Publishing,,,,,,,,
10.1258/acb.2012.012084,https://dx.doi.org/10.1258/acb.2012.012084,free from publisher,2012,SAGE Publications,10.1258,The Royal Society of Medicine,,,,,,,,
10.1258/ijsa.2009.008508,https://dx.doi.org/10.1258/ijsa.2009.008508,yes,2009,SAGE Publications,10.1258,The Royal Society of Medicine,,,,,,,,
10.1258/ijsa.2010.010160,https://dx.doi.org/10.1258/ijsa.2010.010160,yes,2010,SAGE Publications,10.1258,The Royal Society of Medicine,,,,,,,,
10.1258/jhsrp.2009.009059,https://dx.doi.org/10.1258/jhsrp.2009.009059,no,2009,SAGE Publications,10.1258,The Royal Society of Medicine,,,,,,,,
10.1259/bjr.20150027,https://dx.doi.org/10.1259/bjr.20150027,no,2015,British Institute of Radiology,10.1259,British Institute of Radiology,,,,,,,,
10.1259/bjr.75.suppl_1.750002,https://dx.doi.org/10.1259/bjr.75.suppl_1.750002,no,2002,British Institute of Radiology,10.1259,British Institute of Radiology,,,,,,,,
10.1287/ISRE.1.4.377,https://dx.doi.org/10.1287/ISRE.1.4.377,no,1990,INFORMS,10.1287,Institute for Operations Research and the Management Sciences,,,,,,,,
10.1287/mksc.2013.0818,https://dx.doi.org/10.1287/mksc.2013.0818,no,2013,INFORMS,10.1287,Institute for Operations Research and the Management Sciences,,,,,,,,
10.1287/mksc.2014.0845,https://dx.doi.org/10.1287/mksc.2014.0845,no,2014,INFORMS,10.1287,Institute for Operations Research and the Management Sciences,,,,,,,,
10.1287/mnsc.14.5.320,https://dx.doi.org/10.1287/mnsc.14.5.320,no,1968,INFORMS,10.1287,Institute for Operations Research and the Management Sciences,,,,,,,,
10.1287/mnsc.14.7.486,https://dx.doi.org/10.1287/mnsc.14.7.486,no,1968,INFORMS,10.1287,Institute for Operations Research and the Management Sciences,,,,,,,,
10.1289/ehp.0900930,https://dx.doi.org/10.1289/ehp.0900930,free from publisher,2010,Environmental Health Perspectives,10.1289,Environmental Health Perspectives,,,,,,,,
10.12968/jowc.2015.24.6.268,https://dx.doi.org/10.12968/jowc.2015.24.6.268,no,2015,Mark Allen Group,10.12968,Mark Allen Group,,,,,,,,
10.1300/J056v08n03_03,https://dx.doi.org/10.1300/J056v08n03_03,no,1996,Taylor & Francis,10.13,The Korean Society for Fisheries and Marine Sciences Education,,,,,,,,
10.1300/J056v12n01_07,https://dx.doi.org/10.1300/J056v12n01_07,no,2000,Taylor & Francis,10.13,The Korean Society for Fisheries and Marine Sciences Education,,,,,,,,
10.1300/J056v12n01_08,https://dx.doi.org/10.1300/J056v12n01_08,no,2000,Taylor & Francis,10.13,The Korean Society for Fisheries and Marine Sciences Education,,,,,,,,
10.1300/J070v09n03_06,https://dx.doi.org/10.1300/J070v09n03_06,yes,2001,Taylor & Francis,10.13,The Korean Society for Fisheries and Marine Sciences Education,,,,,,,,
10.1300/j073v23n02_18,https://dx.doi.org/10.1300/j073v23n02_18,yes,2008,Taylor & Francis,10.13,The Korean Society for Fisheries and Marine Sciences Education,,,,,,,,
10.1300/J082v13n02_08,https://dx.doi.org/10.1300/J082v13n02_08,no,1987,Taylor & Francis,10.13,The Korean Society for Fisheries and Marine Sciences Education,,,,,,,,
10.1300/J082v20n01_02,https://dx.doi.org/10.1300/J082v20n01_02,no,1991,Taylor & Francis,10.13,The Korean Society for Fisheries and Marine Sciences Education,,,,,,,,
10.1300/J082v20n01_17,https://dx.doi.org/10.1300/J082v20n01_17,no,1991,Taylor & Francis,10.13,The Korean Society for Fisheries and Marine Sciences Education,,,,,,,,
10.1300/J184v06n04_05,https://dx.doi.org/10.1300/J184v06n04_05,no,2002,Taylor & Francis,10.13,The Korean Society for Fisheries and Marine Sciences Education,,,,,,,,
10.1302/0301-620X.95B4.29681,https://dx.doi.org/10.1302/0301-620X.95B4.29681,free from publisher,2013,British Editorial Society of Bone and Joint Surgery,10.1302,British Editorial Society of Bone and Joint Surgery,,,,,,,,
10.1348/096317908X310247,https://dx.doi.org/10.1348/096317908X310247,yes,2009,Wiley,10.1348,Wiley Blackwell (British Psychological Society),,,,,,,,
10.1348/096317999166734,https://dx.doi.org/10.1348/096317999166734,yes,1999,Wiley,10.1348,Wiley Blackwell (British Psychological Society),,,,,,,,
10.1353/csd.0.0024,https://dx.doi.org/10.1353/csd.0.0024,yes,2008,Project MUSE,10.1353,Muse - Johns Hopkins University Press,,,,,,,,
10.1353/cul.2006.0028,https://dx.doi.org/10.1353/cul.2006.0028,yes,2006,Project MUSE,10.1353,Muse - Johns Hopkins University Press,,,,,,,,
10.1353/isl.2012.0023,https://dx.doi.org/10.1353/isl.2012.0023,no,2012,Project MUSE,10.1353,Muse - Johns Hopkins University Press,,,,,,,,
10.1364/AO.45.001917,https://dx.doi.org/10.1364/AO.45.001917,yes,2006,The Optical Society,10.1364,The Optical Society,,,,,,,,
10.1365/s10337-009-1125-9,https://dx.doi.org/10.1365/s10337-009-1125-9,free from publisher,2009,Springer,10.1365,Springer Fachmedien Wiesbaden GmbH,,,,,,,,
10.1366/0003702971939145,https://dx.doi.org/10.1366/0003702971939145,no,1997,SAGE Publications,10.1366,Society for Applied Spectroscopy,,,,,,,,
10.1369/0022155413517701,https://dx.doi.org/10.1369/0022155413517701,free from publisher,2013,SAGE Publications,10.1369,Journal of Histochemistry & Cytochemistry,,,,,,,,
10.1371/journal.pbio.1001808,https://dx.doi.org/10.1371/journal.pbio.1001808,free from publisher,2014,Public Library of Science,10.1371,Public Library of Science,,,,,,,,
10.1371/journal.pbio.1001959,https://dx.doi.org/10.1371/journal.pbio.1001959,free from publisher,2014,Public Library of Science,10.1371,Public Library of Science,,,,,,,,
10.1371/journal.pcbi.0040019,https://dx.doi.org/10.1371/journal.pcbi.0040019,free from publisher,2008,Public Library of Science,10.1371,Public Library of Science,,,,,,,,
10.1377/hlthaff.2015.0667,https://dx.doi.org/10.1377/hlthaff.2015.0667,yes,2015,Project Hope,10.1377,Project Hope,,,,,,,,
10.1385/0-89603-437-2:283,https://dx.doi.org/10.1385/0-89603-437-2:283,no,1997,Springer,10.1385,Springer - Humana Press,,,,,,,,
10.1385/1-59745-167-3:359,https://dx.doi.org/10.1385/1-59745-167-3:359,no,2007,Springer,10.1385,Springer - Humana Press,,,,,,,,
10.1386/vi.4.2.111_1,https://dx.doi.org/10.1386/vi.4.2.111_1,no,2015,Intellect,10.1386,Intellect,,,,,,,,
10.1503/cmaj.150580,https://dx.doi.org/10.1503/cmaj.150580,no,2016,Canadian Medical Association,10.1503,"8872147 Canada, Inc.",,,,,,,,
10.1504/IJBDI.2015.072160,https://dx.doi.org/10.1504/IJBDI.2015.072160,no,2015,Inderscience,10.1504,Inderscience Enterprises Ltd.,,,,,,,,
10.1504/IJHTM.2014.067138,https://dx.doi.org/10.1504/IJHTM.2014.067138,no,2014,Inderscience,10.1504,Inderscience Enterprises Ltd.,,,,,,,,
10.1504/IJLSM.2012.048631,https://dx.doi.org/10.1504/IJLSM.2012.048631,no,2012,Inderscience,10.1504,Inderscience Enterprises Ltd.,,,,,,,,
10.1515/HF.2007.031,https://dx.doi.org/10.1515/HF.2007.031,no,2007,De Gruyter,10.1515,Walter de Gruyter GmbH,,,,,,,,
10.1515/HF.2007.113,https://dx.doi.org/10.1515/HF.2007.113,no,2007,De Gruyter,10.1515,Walter de Gruyter GmbH,,,,,,,,
10.1515/hsz-2014-0212,https://dx.doi.org/10.1515/hsz-2014-0212,yes,2014,De Gruyter,10.1515,Walter de Gruyter GmbH,,,,,,,,
10.1515/iral.1972.10.1-4.209,https://dx.doi.org/10.1515/iral.1972.10.1-4.209,no,1972,De Gruyter,10.1515,Walter de Gruyter GmbH,,,,,,,,
10.1515/kant.1915.20.1-3.97,https://dx.doi.org/10.1515/kant.1915.20.1-3.97,no,1915,De Gruyter,10.1515,Walter de Gruyter GmbH,,,,,,,,
10.1515/MAMM.2009.022,https://dx.doi.org/10.1515/MAMM.2009.022,no,2009,De Gruyter,10.1515,Walter de Gruyter GmbH,,,,,,,,
10.1515/psicl-2013-0008,https://dx.doi.org/10.1515/psicl-2013-0008,yes,2013,De Gruyter,10.1515,Walter de Gruyter GmbH,,,,,,,,
10.1515/psicl-2015-0013,https://dx.doi.org/10.1515/psicl-2015-0013,yes,2015,De Gruyter,10.1515,Walter de Gruyter GmbH,,,,,,,,
10.1515/revce-2015-0012,https://dx.doi.org/10.1515/revce-2015-0012,yes,2015,De Gruyter,10.1515,Walter de Gruyter GmbH,,,,,,,,
10.1515/revneuro-2012-0051,https://dx.doi.org/10.1515/revneuro-2012-0051,yes,2012,De Gruyter,10.1515,Walter de Gruyter GmbH,,,,,,,,
10.1515/revneuro-2014-0019,https://dx.doi.org/10.1515/revneuro-2014-0019,yes,2014,De Gruyter,10.1515,Walter de Gruyter GmbH,,,,,,,,
10.1517/14656566.2016.1104299,https://dx.doi.org/10.1517/14656566.2016.1104299,yes,2016,Taylor & Francis,10.1517,University Library of Pecs,,,,,,,,
10.1521/aeap.2013.25.3.216,https://dx.doi.org/10.1521/aeap.2013.25.3.216,free from publisher,2013,Guilford Press,10.1521,Universidade Federal de Pelotas,,,,,,,,
10.1521/jscp.23.2.172.31015,https://dx.doi.org/10.1521/jscp.23.2.172.31015,yes,2004,Guilford Press,10.1521,Universidade Federal de Pelotas,,,,,,,,
10.1523/JNEUROSCI.0478-06.2006,https://dx.doi.org/10.1523/JNEUROSCI.0478-06.2006,free from publisher,2006,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.0625-12.2012,https://dx.doi.org/10.1523/JNEUROSCI.0625-12.2012,free from publisher,2012,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.0795-10.2010,https://dx.doi.org/10.1523/JNEUROSCI.0795-10.2010,free from publisher,2010,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.1087-15.2015,https://dx.doi.org/10.1523/JNEUROSCI.1087-15.2015,free from publisher,2015,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.1240-12.2012,https://dx.doi.org/10.1523/JNEUROSCI.1240-12.2012,free from publisher,2012,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.1749-06.2006,https://dx.doi.org/10.1523/JNEUROSCI.1749-06.2006,free from publisher,2006,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.1758-06.2006,https://dx.doi.org/10.1523/JNEUROSCI.1758-06.2006,free from publisher,2006,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.1834-15.2015,https://dx.doi.org/10.1523/JNEUROSCI.1834-15.2015,free from publisher,2015,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.1933-13.2013,https://dx.doi.org/10.1523/JNEUROSCI.1933-13.2013,free from publisher,2013,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.2056-15.2015,https://dx.doi.org/10.1523/JNEUROSCI.2056-15.2015,free from publisher,2015,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.2429-08.2008,https://dx.doi.org/10.1523/JNEUROSCI.2429-08.2008,free from publisher,2008,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.2587-15.2015,https://dx.doi.org/10.1523/JNEUROSCI.2587-15.2015,free from publisher,2015,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.2854-15.2016,https://dx.doi.org/10.1523/JNEUROSCI.2854-15.2016,free from publisher,2016,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.3017-13.2013,https://dx.doi.org/10.1523/JNEUROSCI.3017-13.2013,free from publisher,2013,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.3107-14.2015,https://dx.doi.org/10.1523/JNEUROSCI.3107-14.2015,free from publisher,2015,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.3349-07.2007,https://dx.doi.org/10.1523/JNEUROSCI.3349-07.2007,free from publisher,2007,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.3520-07.2007,https://dx.doi.org/10.1523/JNEUROSCI.3520-07.2007,free from publisher,2007,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.3938-09.2009,https://dx.doi.org/10.1523/JNEUROSCI.3938-09.2009,free from publisher,2009,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.4074-07.2008,https://dx.doi.org/10.1523/JNEUROSCI.4074-07.2008,free from publisher,2008,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.4262-04.2005,https://dx.doi.org/10.1523/JNEUROSCI.4262-04.2005,free from publisher,2005,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.4317-14.2015,https://dx.doi.org/10.1523/JNEUROSCI.4317-14.2015,free from publisher,2015,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.4364-13.2014,https://dx.doi.org/10.1523/JNEUROSCI.4364-13.2014,free from publisher,2014,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.4445-08.2009,https://dx.doi.org/10.1523/JNEUROSCI.4445-08.2009,free from publisher,2009,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.4623-10.2010,https://dx.doi.org/10.1523/JNEUROSCI.4623-10.2010,free from publisher,2010,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.5051-13.2014,https://dx.doi.org/10.1523/JNEUROSCI.5051-13.2014,free from publisher,2014,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.5123-05.2006,https://dx.doi.org/10.1523/JNEUROSCI.5123-05.2006,free from publisher,2006,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1523/JNEUROSCI.6215-10.2011,https://dx.doi.org/10.1523/JNEUROSCI.6215-10.2011,free from publisher,2011,Society for Neuroscience,10.1523,Society of Cosmetic Scientists of Korea,,,,,,,,
10.1524/ract.1992.57.1.45,https://dx.doi.org/10.1524/ract.1992.57.1.45,no,1992,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.1994.6667.special-issue.291,https://dx.doi.org/10.1524/ract.1994.6667.special-issue.291,no,1994,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.1994.6667.special-issue.297,https://dx.doi.org/10.1524/ract.1994.6667.special-issue.297,no,1994,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.1996.74.special-issue.149,https://dx.doi.org/10.1524/ract.1996.74.special-issue.149,no,1996,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.1996.74.special-issue.219,https://dx.doi.org/10.1524/ract.1996.74.special-issue.219,no,1996,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.1997.76.12.37,https://dx.doi.org/10.1524/ract.1997.76.12.37,no,1997,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.1998.82.special-issue.367,https://dx.doi.org/10.1524/ract.1998.82.special-issue.367,no,1998,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.2002.90.9-11_2002.653,https://dx.doi.org/10.1524/ract.2002.90.9-11_2002.653,no,2002,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.2005.93.7.385,https://dx.doi.org/10.1524/ract.2005.93.7.385,no,2005,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.2006.94.12.825,https://dx.doi.org/10.1524/ract.2006.94.12.825,no,2006,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.2006.94.4.223,https://dx.doi.org/10.1524/ract.2006.94.4.223,no,2006,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.2006.94.9-11.651,https://dx.doi.org/10.1524/ract.2006.94.9-11.651,no,2006,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.2006.94.9-11.657,https://dx.doi.org/10.1524/ract.2006.94.9-11.657,no,2006,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.2007.95.5.245,https://dx.doi.org/10.1524/ract.2007.95.5.245,no,2007,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.2009.1589,https://dx.doi.org/10.1524/ract.2009.1589,no,2009,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.2009.1614,https://dx.doi.org/10.1524/ract.2009.1614,no,2009,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.91.10.603.22476,https://dx.doi.org/10.1524/ract.91.10.603.22476,no,1991,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.92.1.11.25404,https://dx.doi.org/10.1524/ract.92.1.11.25404,no,1991,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.92.9.645.55008,https://dx.doi.org/10.1524/ract.92.9.645.55008,no,1992,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.92.9.663.54980,https://dx.doi.org/10.1524/ract.92.9.663.54980,no,1992,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.92.9.719.55000,https://dx.doi.org/10.1524/ract.92.9.719.55000,no,1992,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.92.9.741.55006,https://dx.doi.org/10.1524/ract.92.9.741.55006,no,1992,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.93.4.211.64071,https://dx.doi.org/10.1524/ract.93.4.211.64071,no,1993,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/ract.93.6.341.65639,https://dx.doi.org/10.1524/ract.93.6.341.65639,no,1993,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
